#,Title,Track name,Abstract,Similarity rating (0-100),Similarity checked (date),Similarity checker,Page number for attendee proceedings,Authors with affiliation and country
1571069790,Towards Robust Perception: A Framework for Combining Point Clouds From Multiple LiDARs,Track 09 Sensors Interfaces and Sensors Analytics,"The increasing deployment of autonomous systems in complex environments demands robust perception capabilities. Light Detection and Ranging (LiDAR) sensors, while critical for providing high-resolution spatial data, often face coverage limitations, leading to blind spots. This paper presents a novel framework that mitigates these blind spots, which are prominent when using a single LiDAR, by integrating point clouds from multiple strategically placed LiDARs. Our method eliminates the need for complex external calibration by employing Temporal and Spatial alignment techniques to construct a comprehensive environmental representation. This approach effectively addresses alignment challenges and reduces blind spots. Experimental results show significant improvements in spatial coverage, object detection, and environmental understanding without compromising localization. The proposed scalable framework enhances the perception capabilities of autonomous systems, contributing to safer and more reliable operations.",6,8/31/24 18:59,ithenticate,,"Rakshith Ram C.A. (Indian Institute of Technology Hyderabad, India & NMICPS TiHAN - Technology Innovation Hub on Autonomous Navigation, India); Abhishek Thakur (Indian Institute of Technology Hyderabad, India); Rajalakshmi P (IIT Hyderabad, India)"
1571069795,Microfluidic Mixing Using an Oscillating Air-Liquid Interface,Track 09 Sensors Interfaces and Sensors Analytics,"Microfluidic mixing is vital for Lab-on-a-Chip technology. The precise and controllable mixing of the samples is required for high specificity, throughput, and low reagent consumption. This study offers a novel strategy to enhance the mixing efficiency in microfluidic devices using air-liquid interface (ALI) oscillations combined with ridge structures. The ALI oscillations, induced by a piezoelectric transducer, are in micrometer scale, increasing the shear forces and, thus, mixing efficiency, as shown by the increase in Relative Mixing Index (RMI) from 0.8109 to 0.9292. The ridge design further improves mixing by generating micro-vortices, working synergistically with ALI oscillations.",7,8/31/24 18:59,ithenticate,,"Vinaya Vinaya and Nishant Kumar Sharma (Indian Institute of Science, India); Sen Prosenjit (IISc, India)"
1571069807,Comparison of Multilateration Using Wi-Fi RSSI and 5G ToA in a High School Scenario,Track 14 Special Session: Next-Gen Seamless Positioning and Navigation: From Classical Signal Processing to AI,"This study explores indoor positioning using wireless technologies, specifically 5G NR and WiFi (2.4GHz and 5GHz) frequencies, applying multilateration techniques, which are used natively in 5G NR (New Radio), and the KNN (k-Nearest Neighbors) supervised learning algorithm. In order to apply these positioning techniques, we will use RSSI value, due to it is ease of use in real-life situations, and the Time of Arrival parameters, as this is the value used in the 5G NR integrated positioning protocol, known as LMF (Location Management Function). The core objective is to compare the positioning accuracy of 5G NR and WiFi and investigate if there is improvement using 5G NR and what this improvement is. For this study, the EMSlice simulation solution was chosen, which has been configured to mimic a real high school. The generated measurements have been compared with real samples to check their quality level. This comprehensive comparison aims to provide insights into the advantages and limitations of each technology in various indoor scenarios, contributing to the advancement of reliable indoor positioning systems.",11,8/31/24 18:59,ithenticate,,"Vladimir Bellavista-Parent (Universitat Oberta de Catalunya, Spain); Joaquín Torres-Sospedra (Universitat de València, Spain); Antoni Perez-Navarro (Universitat Oberta de Catalunya, Spain)"
1571069810,Layer by Layer: Strengthening Deep Neural Networks Against Weight Perturbations,Track 11 Other Novel Applications,"In this paper, we conduct a comprehensive vulnerability analysis of Deep Neural Networks (DNNs) by applying
various weight perturbation techniques, including scalar addition, scalar multiplication, and bit-flipping, to the dense layers.
These perturbations simulate scenarios such as noise, parameter changes, and hardware failures to evaluate the robustness of different models. Our experiments involved systematically altering the weights in the dense layers of 10 DNN models using a range of scalar values and bit-flipping intensities. The results indicate that certain dense layers are more prone to these perturbations, significantly impacting the model's performance. Additionally, given the resource constraints, we propose a targeted approach of using ECC memory for only the most vulnerable dense layers, optimizing the balance between reliability and resource usage. This analysis highlights the importance of safeguarding critical model components to enhance overall robustness, especially in
environments susceptible to noise and adversarial conditions.",5,8/31/24 18:59,ithenticate,,"Abhishek Yadav (IIT-JODHPUR, India & EE Dept, India); Binod Kumar (IIT Jodhpur, India)"
1571069820,Development of Drive Cycles for Urban Transit Buses Using GNSS and IMU Data Fusion,"Track 02 Surface, Air, and Water Transportation","Drive cycles are usually synthesized by using dedicated GPS tracker devices installed on the vehicle which has the potential to alter the true driver behaviour. In this work, portable hand-held data logging devices for collecting the position and speed data from a GNSS module and the acceleration, angular velocity and magnetic field signals from an IMU sensor are developed. These data logging devices can be carried onboard a vehicle, for example, by a passenger travelling on an urban transit bus. The data from the GNSS and IMU sensors can be fused to obtain an improved estimate of the vehicle position and speed. The aim of this work is to use these data loggers to collect data for a large number of trips over typical congested urban transit bus routes in developing economies such as India. These data can be analysed further to extract a drive cycle that represents the key features of the recorded data.",,8/31/24 18:27,,,"Parth Sudhir Joshi and V. Kartik (Indian Institute of Technology Bombay, India)"
1571069822,Low-Cost Electrochemical Sensor for Detection of Iron in Water,"Track 07 IoT, Wearables and Immersive Technologies","Detection and continuous monitoring of iron in drinking water is essential for testing potability, environmental pollution and contamination. Some conventional methods for the detection of iron include colorimetry, spectroscopy (specifically atomic absorption spectroscopy), UV/Visible spectrophotometry, and electrochemical methods. In this paper, we present the design,
fabrication and testing of a low-cost sensor for monitoring iron content in water. A reaction is driven using a reagent and a change in base potential is observed using potentiostat to detect the concentration of iron in water.",9,8/31/24 18:59,ithenticate,,"Ashutosh Sahay and Goutam Sutradhar (International Institute of Information Technology, Hyderabad, India); Anshu Sarje (IIIT Hyderabad, India)"
1571069827,Estimation of Angle of Significance in Human Joint Angles Using Extended Kalman Filter and Principal Component Analysis,Track 11 Other Novel Applications,"Human Motion Analysis (HMA) is a pivotal multidisciplinary field that leverages advanced signal processing and machine learning techniques to interpret human movement patterns. This paper explores a newly developed wireless wearable device that consists of Inertial Measurement Unit (IMU) sensors along with its usage in the estimation of human joint angles using a combination of Extended Kalman Filter (EKF) and Principal Component Analysis (PCA). The integration of EKF, a dynamic algorithm adept at estimating joint angles while accounting for noise, and PCA, a technique for dimensionality reduction and principal component identification, enhances the precision of motion analysis. Additionally, the results obtained in this study are validated using YOLOv7, ensuring the reliability and accuracy of the joint angle estimations. Hence, the study explains the collective effort of the design of the IMU-based wearable device, data collection, analysis, and validation of the joint angle estimations highlighting the accuracy and applicability of results in various domains, including medical diagnostics, sports performance, and industrial applications.",10,8/31/24 18:59,ithenticate,,"Mahela Pandukabhaya, Madhumini Saubhagya Kulathunge, Tharaka Dilshan Fonseka, Roshan Godaliyadda, Mervyn Parakrama Ekanayake and Vijitha R Herath (University of Peradeniya, Sri Lanka)"
1571069830,Self-Supervised Transformers for Long-Term NDVI Landsat Time Series Prediction,Track 05 Environment and Infrastructure Monitoring,"Long-term satellite image time series (SITS) analysis presents unique challenges in remote sensing, particularly for heterogeneous Mediterranean landscapes, due to complex temporal dependencies, seasonality, and global trends. We propose a novel approach combining self-supervised learning, temporal embedding, and a transformer-based architecture for analyzing multi-decade Landsat data. Our method employs a self-supervised pretext task to train a transformer model on unlabeled data, integrating a temporal embedding technique that captures both long-term trends and seasonal patterns. This architecture effectively handles complex temporal dependencies, enabling Normalized Difference Vegetation Index (NDVI) predictions for various time horizons. Evaluation using Landsat images from 1984 to 2024 over Israel explores model performance with varying input sequence lengths and prediction horizons (from 1 to 5 years). Our approach demonstrates superior prediction performance compared to traditional methods and other neural network architectures.",8,8/31/24 18:59,ithenticate,,"Ido Faran (Bar Ilan University, Israel); Nathan Netanyahu (Bar Ilan Un, Israel); Maxim Shoshany (Technion Israel Institute of Technology, Israel)"
1571069838,"Lithography-Free, Fully-Printed Lithium Phosphate-Based Humidity Sensors on Paper as Zero-Waste, Sustainable Electronic Solution","Track 07 IoT, Wearables and Immersive Technologies","Electronic waste management is becoming an increasing concern for the planet, especially because it is increasing at a staggering rate of twenty percent per year. Therefore, various green, reusable, sustainable, and decomposable electronic technologies are being sought after in recent times. Among these, biodegradable paper electronics have emerged as one of the most preferred and affordable solutions. Here, in this study, we demonstrate a flexible and biodegradable humidity sensor based on lithium phosphate with titanium carbide on a photo paper substrate using lithography-free, all-printing technology that combines screen printing and inkjet printing. The local acidic environment created by the addition of acetic acid to the inkjet-printable lithium phosphate ink helps in absorbing and desorbing humidity on the surface of the printed lithium phosphate film. The paper-based humidity sensor leverages excellent sensing performance for a wide range of relative humidity values, with a substantially low response time and recovery time when the relative humidity changes by an approximate amount of fifteen percent. This study paves the way for a new generation of environment-friendly, sustainable, flexible, inexpensive sensors to provide sustainable sensing solutions in various applications, such as agriculture, environment monitoring, healthcare, weather prediction, etc.",18,8/31/24 18:59,ithenticate,,"Sushree Sangita Priyadarsini (Indian Institute of Science, Bangalore, India); Disha Bhattacharjee (Indian Institute of Science Banglore, India); Aditi Ghosh (Indian Institute of Science Bangalore, India); Akhilesh Kumar Yadav (Indian Institute of Technology Vanrasi, India); Bhola Pal (IIT (BHU), Varanasi, India); Subho Dasgupta (Indian Institute of Science (IISc), Bangalore, India)"
1571069843,Non-Faradaic Electrochemical Impedance-Based Quantification of Fusarium Fujikuroi Using a Leaf-Based Biodegradable Sensing Platform,Track 01 Agriculture and Food Technology,"The well-known phytopathogen Fusarium fujikuroi is the cause of the silly seedling disease, also known as the bakanae disease of rice. In this study, we propose and demonstrate a bio sensing platform for quantification of F. fujikuroi using non-Faradaic electrochemical impedance spectroscopy. The traditional methods for detection of fungi are time consuming, laborious and intensive. Therefore, the proposed work serves a quick low-cost rapid method to detect and quantify fungi without any additional reagents. Utilizing conductive fillers, largely graphite powder and chitosan binder, superior conductive graphite/chitosan composite ink with resistance ranging from 50 to 80 Ω.m. was prepared. Screen printing of ink was done on biodegradable processed Banyan leaves which were made hydrophilic using a DMSO treatment. When compared to conventional sensor materials, using a leaf-based biodegradable sensing platform reduces environmental impact and is in line with sustainable practices. Non-Faradaic EIS platforms offer an invaluable resource for accurate, economical, and environmentally responsible quantification of Fusarium fujikuroi, greatly advancing both disease control tactics and agricultural practices.",18,8/31/24 18:59,ithenticate,,"Tejas R Naik (Indian Institute of Technology Bombay, India & University of Glasgow, United Kingdom (Great Britain)); Rhea Patel, Shanaia Tabitha Da Cruz Fernandes and Aditya Anant Morajkar (Goa University, India)"
1571069845,Transforming Emergency Traffic Management: Cutting-Edge Real-Time Signal Control and Automated Alerts,Track 09 Sensors Interfaces and Sensors Analytics,"Urban traffic congestion is a persistent issue that often results in delayed emergency vehicle responses, leading to critical life-threatening outcomes. The challenge lies in efficiently managing traffic signals to prioritize emergency vehicles without causing significant disruptions to the flow of regular traffic. This research proposes an innovative, integrated traffic signal control system designed to dynamically adjust signals in real-time, based on live emergency call data and traffic conditions.
The system leverages a combination of advanced software tools to achieve this goal. Traffic simulation tools like VISSIM are used to model the impact of these signal adjustments on urban traffic flow, providing a detailed analysis of potential improvements. For managing emergency call and traffic data, robust database management systems such as MongoDB are employed, ensuring fast, scalable, and real-time data handling. The core algorithms that control the traffic signals are developed in Python, enabling precise, rule-based signal changes that respond instantly to emergency vehicle needs. Additionally, GIS tools like ArcGIS are utilized to map and analyze optimal emergency routes, while data visualization software like QuickChart presents the outcomes of the simulations in a clear and impactful way.
The proposed solution dynamically integrates real-time traf- fic data with emergency vehicle priorities, showing significant improvements in response times and overall traffic efficiency. Simulations demonstrate that emergency response times can be reduced by up to 30%, with minimal disruption to regular traffic patterns. Case studies from countries like the United States, Germany, Singapore, and the Netherlands, where similar systems have been successfully implemented, further validate the efficacy of this approach. This solution is poised to enhance public safety in densely populated urban areas by optimizing traffic signal management in a way that is both intelligent and adaptive.
Keywords-Traffic signal control, emergency vehicle 
prioritization, ambulance response time, traffic management, traffic simulation, database management, GIS, data visualization, Python, ambulance symbol signal 1",2,8/31/24 18:59,ithenticate,,"Shreya Svs (Osmania University, India); Anisha Pr (Stanley College of Engineering and Technology for Women, India); Kodhumuri Naga venkata sai Mansvi (Osmania University, India)"
1571070493,Design of Sub-20nm Nanosheet FET Based Label Free Biosensor,Track 03 Medical and Digital Healthcare,"In this paper, a Gate all around nanosheet field effect transistor (GAA-NSFET) with two stack channel as a label free biosensor has been proposed and investigated by using visual TCAD tool. A nano-cavity (18 nm) is inserted between the gate and channels of nanosheet FET to immobilize the biomolecules. The electrical characteristics of the biosensor are examined in relation to various biomolecules, and it is found that the suggested biosensor is sensitive to both charged and neutral biomolecules. For each of the following materials, a change in current is noted as a result of a change in gate capacitance caused by a distinct biomolecule: (ᴋ=1), (ᴋ=2), (ᴋ=5), and (k=10). The threshold voltage (Vth), current switching ratio (Ion/Ioff), and subthreshold swing (SS) are used to study the sensitivity variation of biosensors to both charged and neutral biomolecules. For biomolecules (k=10), sensitivity is higher than for (k=1, 2, and 5).",27,9/15/24 18:47,ithenticate,,"Ummadisetti Gowthami (SRM University AP, India); Matta Durga Prakash (SRM University-AP, Andhra Pradesh, India)"
1571070505,Enhanced Temperature Sensing in DNTT-Based Hybrid Dielectric (HfO2/PMMA) OTFT for Biomedical and Wearable Devices,"Track 07 IoT, Wearables and Immersive Technologies","This study explores the performance of an organic thin-film transistor (OTFT) as a temperature sensor over a range of 273K to 333K, utilizing a DNTT-based OTFT with a hybrid dielectric layer of HfO2/PMMA modelled using Silvaco ATLAS. At room temperature, the OTFT exhibits high electrical performance, characterized by a threshold voltage of 1.37V, an ION/IOFF ratio of 1.82 × 1011, and a mobility of 1.56 cm²/V·s. These properties make OTFTs highly suitable for precise and reliable temperature sensing applications. The study identifies significant variations in performance metrics within the temperature range, highlighting the impact of temperature on the drain current (ID), which shows a strong positive correlation with temperature. The enhanced dielectric interface from hybrid dielectrics and improved charge transport in the DNTT semiconductor support the sensor's operation. Sensitivity analysis reveals that the device demonstrates high temperature sensitivity, particularly between 313K and 333K, with a measured sensitivity of 1.11 µA/oC compared to 273K-313K, underscoring the substantial changes in electrical properties per kelvin variation. This analysis underscores the potential of hybrid dielectric OTFTs in advanced temperature sensing applications.",14,9/15/24 18:47,ithenticate,,"Prasanthi Lingala (SRMAP University, India); Matta Durga Prakash (SRM University-AP, Andhra Pradesh, India)"
1571070920,Scalable Sensor Technology for Effective Moisture Management and Agricultural Food Security,Track 01 Agriculture and Food Technology,"The integration of Internet of Things (IoT) technology in the agricultural sector using advanced sensor systems has garnered significant interest in the recent year, especially in promoting food security. This study shows an application of this to Spondias purpurea (Philippine Pias Prunes), an important fruit in the Philippine Archipelago. The developed system places significant importance on the connection of Internet of Things (IoT) devices and the Google Cloud Platform. This integration enables real-time monitoring, data storage, and analysis, therefore providing valuable insights into enhancing the drying process and mitigating spoilage by maintaining moisture levels within the recommended range of 12-14%. The technology provides farmers with the opportunity to extend the shelf life of the prunes, reduce food wastage and increased profitability. While the system focused on Spondias purpurea, the system is highly adaptable and scalable to other fruits and crops. The research employed a DHT11 sensor that is linked to a Raspberry Pi Microcontroller, together with a Google Cloud-Based Platform for the purpose of data storage and processing. Results of the experiments indicate that the temperature measurements remain consistent at varying conditions. Moreover, the humidity levels remain to be high while the prune's moisture content continue to be steady. To enhance the system's functionality, future endeavours should focus on integrating the system with other agricultural processes. Additionally, it is recommended to broaden the scope of the cost-benefit analysis by considering aspects such as the initial investment, maintenance costs, energy consumption, and potential rewards in terms of product quality, loss reduction, and increased output.",9,9/15/24 18:47,ithenticate,,"Carlo N. Romero (Polytechnic University of the Philippines Sta. Rosa, Philippines); King Harold A Recto (Ateneo de Manila University, Philippines); Romano Neyra (Far Eastern University Institute of Technology, Philippines); Atyanta Nika Rumaksari (Universitas Kristen Satya Wacana, Philippines)"
1571071261,Smart Management of Manhole Detection and Monitoring System Using Google,"Track 07 IoT, Wearables and Immersive Technologies","Effective management of urban infrastructure is 
essential for upholding public safety and ensuring operational 
reliability. The Manhole Detection and Monitoring System marks a 
crucial advancement in this field, offering real-time monitoring and 
analysis of manhole conditions. This research paper explores the 
development, implementation, and benefits of such systems, which 
utilize a combination of sensors, cameras, and IoT connectivity to 
monitor the structural integrity, environmental conditions, and 
operational status of manholes. The system integrates various 
sensors including temperature, gas, pressure and waterflow sensor 
with high-resolution cameras to collect comprehensive data on 
manhole conditions. Proper management of urban infrastructure is 
vital for ensuring public safety and operational reliability. The 
Manhole Detection and Monitoring System represents a significant 
advancement, providing real-time monitoring and analysis of 
manhole conditions.",6,9/15/24 18:47,ithenticate,,"Mihir Sangli (B M S College of Engineering, India); Spoorthi Sripad, Likhitha N and Nithya R (BMS College of Engineering, India)"
1571071840,"Detection of Escherichia Coli With Planar Electrodes, an Analysis by EIS and DRT",Track 05 Environment and Infrastructure Monitoring,"An impedance sensor is introduced, consisting of two rectangular, opposing electrodes fabricated from a copper-tin alloy. Biocompatibility within the experience parameters was tested for these electrodes. Electrochemical impedance spectroscopy (EIS) was used to differentiate bacterial population counts. Furthermore, Distribution of Relaxation Times (DRT) analysis is performed in order to discriminate between viable and non-viable bacterial populations.",16,9/15/24 18:47,ithenticate,,"Antoine Rico (UGA, France)"
1571071846,Identification of Long-Term Rainfall Pattern and Moisture Adequacy Index for Sustainable Crop Planning in the Lower Brahmaputra Valley Zone (LBVZ) of Assam,Track 01 Agriculture and Food Technology,"Rainfall and soil water holding capacity play crucial roles in agriculture and reflect the implications of irrigation scheduling. The uncertainty of rainfall distribution and intensity makes it difficult for farmers to plan their intercultural activities. Due to that, agricultural productivity is affected every year. This requires identifying a region's rainfall pattern and moisture availability. According to the probable agroclimatic scenario, the farmer should plan the cropping pattern. The sustainable application of irrigation water to crop development will help progress the modern agricultural system. This leads to the definition of the Moisture Adequacy Index (MAI), which will differ based on the agroclimatic region and the phenological stages of every crop. This study analyzes rainfall patterns and estimates the Moisture Adequacy Index (MAI) for the Lower Brahmaputra Valley Zone (LBVZ) of Assam, India, using 32 years (1990-2021) of rainfall and temperature data. Annual and seasonal rainfall define the need for change in cropping patterns. From the findings, the agroclimatic atlas of cropping validate that direct-seeded summer rice sowing can commence from the 13th Standard Meteorological Week (SMW) with MAI of 0.6-0.7. Kharif rice nursery sowing is optimal between the 21st and 26th SMW, corresponding to MAI values of 0.8-1.0. Rabi maize sowing is recommended during the 40th-43rd SMW, with MAI ranging from 0.8-0.9. For tuber and oilseed crops such as potato, rapeseed, mustard, linseed, and niger, sowing can begin from the 43rd SMW, when MAI values range between 0.6-0.7. The collinearity between the MAI and the rainfall pattern with evapotranspiration impactfully defines the crop climatology of LBVZ, Assam.",62,9/15/24 18:48,ithenticate,,"Lagnajeet Roy (IIT Hyderabad, India); Punya Gogoi Khanikar (Assam Agricultural University, India)"
1571071954,Geometric Parameter Feature Extraction for Off-Device AI-Based Electronic Nose for Lung Cancer,Track 03 Medical and Digital Healthcare,"Lung cancer is the leading cause of death globally and consequently the most prevalent cancer type. To improve lung cancer survival rates, diagnosis methods have been improved over the years to support early and prompt detection of lung cancer. The electronic nose (E-nose) has emerged as a very promising diagnostic innovation in lung cancer management. A lot of research has gone into the several modules that make up the e-nose to optimize the performance of this screening tool. In the signal processing and pattern analysis modules, the proliferation of artificial intelligence (AI) has generated very promising results, depending on the mode of implementation. The AI processing of the E-nose can be done off-device or on-device. This letter reports off-device AI processing and the use of geometric parameter extraction for the feature extraction phase, and recursive feature elimination for the feature selection of the breathprint data before classification using machine learning models into three classes namely lung cancer (LC), chronic obstructive pulmonary disease (COPD), and healthy subjects. The XGBoost ensemble learning framework performed best with accuracy, sensitivity, and specificity of 85.75%, 85.59%, and 84.51% respectively. This further emphasizes the prospects of the E-nose for lung cancer diagnosis and calls for further optimization to the point of clinical use.",11,9/15/24 18:48,ithenticate,,"Oluwadamilola Oshin (Covenant University, Nigeria); Funmilayo Moninuola (Black Pearl Technology, Nigeria); Obiseye O Obiyemi (Durban University of Technology, South Africa); Ademola Adeyeye (Afe Babalola University, Nigeria); Emmanuel Adetiba (Covenant University, Ota, Nigeria); Aderemi A. Atayero (Russia)"
1571072507,Expert-Guided Multi-Head Contextual Bandits for Classifying Harmful Brain Activity Patterns,Track 03 Medical and Digital Healthcare,"Effective interpretation and classification of harmful brain activities using EEG sensor data is essential for advancing
medical diagnostics and therapeutic interventions. This study introduces a novel approach by combining a multi-headed transformer model with the principles of a contextual multi-armed bandit framework to enhance decision-making in the detection and classification of harmful brain activities. The transformer model utilizes multiple ""expert"" heads, each trained to capture different aspects of the EEG signals, providing a comprehensive analysis of both immediate and extended contexts within the data. This architecture enables a robust interpretation of complex brain activity patterns by integrating the diverse expertise of the individual heads. By applying contextual bandit principles, the model optimizes decision-making, where each state (represented by the transformer's output embeddings) informs the selection of the most appropriate classification actions. The bandit framework assigns rewards for correct predictions and penalties for errors, refining the model's performance through continuous learning. Preliminary results show that this approach can significantly enhance the reliability and accuracy of harmful brain activity detection when compared to other reinforcement learning algorithms with promising implications for
real-time monitoring and clinical diagnosis.",17,9/15/24 18:48,ithenticate,,"Sudipta Mukhopadhyay, Indrajit Kar and Zonunfeli Ralte (Zensar Technologies, India)"
1571072871,Transition From Negative to Positive Parametric Dependence in Van der Pol-Mathieu Oscillator-Based Phononic Frequency Combs,Track 10 Quantum Sensors and Emerging Technologies,"Phononic frequency combs constitute an array of equidistant vibrational frequencies. In this paper, we simulated a van der Pol Mathieu model to showcase that the drive conditions can influence the sensitivity of phononic combs. We showed that the equidistant spacing of phononic combs can be made either positively or negatively sensitive to physical perturbations. These results can have implications to sensing.",6,9/15/24 18:48,ithenticate,,"Adarsh Ganesan (BITS Pilani, United Arab Emirates)"
1571072982,Adaptive Single Micro-Particle Detection and Segmentation in Self-Mixing Interferometry Signals,Track 09 Sensors Interfaces and Sensors Analytics,"This paper introduces a signal processing algorithm for micro-particle detection using the self-mixing interferometry (SMI) sensing scheme. Processing the laser output power modulation caused by the transit of single particles, the algorithm effectively segments the SMI signal associated with each particle. The algorithm was validated on the segmentation of different-size particles (2, 4, and 10  µm), and its performances are compared to the more established spectral amplitude detection method. The results highlight the SMI technique's potential for micro-particle analysis and facilitate the adoption of new signal processing algorithms to improve signal feature extraction.",7,9/15/24 18:48,ithenticate,,"Sebastian Sierra and Julien Perchoux (Institut National Polytechnique de Toulouse, France); Francis Jayat (LAAS-CNRS, University of Toulouse, INP ENSEEIHT, France); Clement Tronche and Santiago Perez (Institut National Polytechnique de Toulouse, France); Adam Quotb (LAAS-CNRS, France)"
1571073116,Angled-Wall-Induced Capillary Action for Different Biofluids in Microfluidic Sensing System Design,Track 03 Medical and Digital Healthcare,"Microchannel design is an essential part of microfluidic devices, which requires micro-scale analysis of fluid flow dynamics. In this paper, phenomenon of capillary rise for different structures is studied via computational modelling and simulation. The biofluids taken into consideration have similar magnitudes of density but different values of viscosity. It is found in the study that, use of angled/inclined wall microchannel provides faster response than the cylindrical one i.e. 34.81%, 35.088% and 37.09% for Interstitial Fluid (ISF), blood and saliva respectively (with angle of inclination θ=15o and contact angle θca=0o). Also, for θca=80o, the inclined structures take 40.63%, 56.62% and 65.75% less time to fill itself with ISF, than the cylindrical one with θ=0o, 10o and 15o respectively. Hence, this effect is more pronounced for higher contact angles than the lower ones. This study is useful in designing various microfluidic biosensing platforms.",8,9/15/24 18:48,ithenticate,,"Kamalesh Tripathy and Mitradip Bhattacharjee (Indian Institute of Science Education and Research Bhopal, India)"
1571073165,Vibration Sensors Based on Femtosecond Laser Direct-Write Microcantilever Beam,Track 09 Sensors Interfaces and Sensors Analytics,"In this paper, a photolithography-free and chemical reagent-free one-step fabrication method for mems microsensors is proposed. By precisely controlling the parameters of femtosecond laser processing, an acoustic microsensor with high dimensional accuracy and stable structure is fabricated. The time and frequency domain detection of vibration signals generated by small displacement changes caused by vibration is realized. With this fabrication method, the fast response of the microsensor can be realized, and the customized mems devices can be fabricated in real time according to the actual application needs at low cost without relying on the expensive clean room.",14,9/15/24 18:48,ithenticate,,"Yunfeng Liao (Beijing Information Science and Technology University, China)"
1571073215,Efficiency Enhancement and Estimation of Photovoltaic Energy Generation Using Dual-Axis Tracking Systems,Track 08 Smart Cities and Villages,"The global need to transform towards sustainable energy sources has increased the exploration of efficient methods to harness solar energy. Traditional solar panels, being stationary, often fail to capture the sun's rays optimally throughout the day. This paper aims to address this challenge by introducing a dual-axis tracking system that dynamically adjusts the solar panel's angle, ensuring maximum exposure to the sun. The developed system achieves a 27.67% average energy gain. It is paving the way for a future where solar energy is a primary, economic, and user-friendly power source in urban and rural areas. The dual-axis tracking system not only enhances energy generation but also estimates future energy generations.",19,9/15/24 18:48,ithenticate,,"Anamika Sharma (Thapar Institute of Engineering and Technology Patiala, India)"
1571073224,In-Built Electric Field Modulated p-Si/n-MgZnO Thin Film P-N Junction-Based UV Photodetector,Track 09 Sensors Interfaces and Sensors Analytics,"In this study the authors demonstrated the pn-junction based self-powered p-Si/n-MgZnO thin film (TF) ultraviolet (UV) photodetector (PD) using controlled growth RF sputtering technique. The synthesized as-deposited Si/MgZnO (D1) and annealed Si/MgZnO (D2) samples were polycrystalline in nature as examined using X-ray diffraction technique. The current (I) vs. voltage (V) characteristics of both the devices showed good rectifying behavior and higher sensitivity under the exposure of UVA light at 0 V. Relatively lower leakage current of 0.011 nA and enhanced photocurrent of 0.74 nA was recorded for device D2 under the illumination of UVA light at 0 V bias as compare to D1. Also, enhanced photoresponse up to the order 67-fold increment was observed in case of D2 device as compared to D1 device under self-bias condition. Moreover, the device D2 also exhibits fast transient response with rise time and fall time values of 0.87 s and 0.93 s respectively which indicates the potential prospect of self-powered UV PD application.",17,9/15/24 18:48,ithenticate,,"Mritunjay Kumar and Jay Chandra Dhar (National Institute of Technology Nagaland, India)"
1571073237,Graphene FET Biochip Integrated With Electronic Readout for Antibiotic Detection in Contaminated Water,Track 01 Agriculture and Food Technology,"In this work, a FET biochip system has been deployed for ultrasensitive antibiotic detection in contaminated water by drop casting thermally reduced graphene oxide on copper plated PCB using commercially available GO solution, thereby facilitating mass production and electronics integrability. The high frequency measurement, reducing the Debye screening effect has resulted in 1 fM detection limit of Ciprofloxacin in spiked river water which is two orders of magnitude lower than the existing reports.",19,9/15/24 18:48,ithenticate,,"Piyali Mukherjee (Indian Institute of Engineering Science and Technology, Shibpur, India); Abhijit Das, Usha Rani Dash and Chirasree RoyChaudhuri (IIEST Shibpur, India)"
1571073242,A PSPNet Approach for Efficient Segmentation of Direct and Alternative Drivable Road Spaces in Autonomous Navigation With BDD 100K,Track 11 Other Novel Applications,"Autonomous navigation poses a significant challenge for the automotive industry's next generation. Indian road conditions sometimes hinder smooth operations for Advanced Driver Assistance Systems (ADAS). Consequently, technological assistance is necessary with computer vision, pattern recognition, and intelligent AI models. The main purpose of current and alternative driving space detection is to enhance vehicles' safety, efficiency, obstacle avoidance, and autonomy by providing accu- rate information about the road surface and surroundings. This study proposes a novel method utilizing PSPNet (Pyramid Scene Parsing Network) with ResNet 101 as the backbone for precisely segmenting drivable and alternative road space areas to facilitate autonomous driving. The model training utilizes the BDD 100K dataset's high benchmark, comprising a comprehensive collection of varied urban driving scenes. During the training process, 70,000 images (in JPG format) and their corresponding 70,000 labels (in PNG format) were utilized, with 20 epochs and a batch size of 8. The testing phase involved 10,000 images or real-time streaming video from the testbed at TiHAN IITH. The proposed method achieves state-of-the-art performance, with an accuracy of 92.23%, mAP (mean Average Precision) of 84.93%, recall rate of 90.42%, and detection rate of 86.18%. The simulated results illustrate the effectiveness and scalability of the PSPNet approach in the context of autonomous driving systems in complex urban environments.",5,9/15/24 18:48,ithenticate,,"Kayam Saikumar and D Santhosh Reddy (Indian Institute of Technology Hyderabad, India); Rajalakshmi P (IIT Hyderabad, India)"
