reviewer_name,title,abstract,remark
manuscripts-papers,Plasmonic Fiber optic Absorbance Biosensor for Rapid and Real -time Detection of SARS -CoV -2 in Nas,"Abstract— The Covid-19 has highlighted the absolute need for 
sensitive, rapid and highly reliable diagnosis of infectious 
diseases with high precision in case of such pandemics in future. 
In this work, a plasmonic fiber optic absorbance biosensor (P-
FAB) was designed and deployed for SARS-CoV-2 N-protein 
detection in clinical samples.  A simple two-step protocol was 
developed to test the sensor with naso- and oro-pharyngeal 
samples encompassing confirmed SARS-CoV-2 cases and 
healthy controls. A handheld read out device with fiber optic 
sensor cartridge was developed to allow simple, dip-type 
analysis in 20 mins. The results from 10 positive and 5 negative 
samples demonstrate 80 % sensitivity and 100 % specificity of 
the P-FAB. As validated through comprehensive clinical testing, 
the developed sensor reflects the enhanced diagnostic 
capabilities, with immense scope for guided interventions 
during infectious diseases outbreaks.",
manuscripts-papers,AutoGrow RL - Adaptive input control of an IoT based Autonomous Greenhouse System for Precision Farm,"Abstract—Precision
farming
is
transforming
conventional
farming
by
improving
productivity
and
reducing
resource
wastage. In this paper, we present AutoGrow RL, an enhance-
ment of the IoT-based AutoGrow autonomous greenhouse system
[1] through the integration of Reinforcement Learning (RL).
The IoT system monitors key environmental parameters like
temperature, moisture, humidity, pH, and nutrients(Nitrogen,
Phosphorus, and Potassium), while the RL model optimizes real-
time decisions on resource usage. Simulations of the system
demonstrate the potential to optimize water and nutrient wastage
and improve crop yield, offering a step forward in autonomous
agriculture.",
manuscripts-papers,A Fiber Optic Sensor Modified with Cobalt Doped Molybdenum Oxide Based Metal -Organic Framework for ,"Abstract—: Presence of water pollutants pose severe 
concerns for human health and environment. Heavy 
metal ions such as Arsenic (As) is highly toxic and pollutes 
the environment causing adverse health effects. Several 
materials have been developed as receptors to address 
this issue. A fiber optic sensor modified with cobalt-doped 
Molybdenum based MOF is developed to selectively 
target the As (V) ions. The developed sensor exhibits 
significant changes in the absorption response, towards 
As (V) ions by interacting with the analyte, thereby 
leaving the U-FOS surface. The study can be further 
extended and translated for field deployable device for 
future environmental applications.",
manuscripts-papers,Turning Novel V2O5 Nanostructures into High - Performance Supercapacitive Energy Storage Materia l A,"Abstract— Nanomaterials, with their unique properties, are 
promising for energy storage electrodes. This study highlights 
developments in synthesizing Vanadium oxide nanostructures 
and applying them as electrode materials in supercapacitors. 
The material under consideration is vanadium pentoxide. A 
novel method is devised to synthesize the same. This material is 
chosen because of its good cycling stability, which indicates – 
stable capacitive performance over many charging-discharging 
cycles. This is an important property for any supercapacitor 
material used in practical applications. A comparison is drawn 
among various aqueous electrolyte solutions and various kinds 
of nanostructures being utilized in supercapacitors. Examples of 
the 
latter 
include 
nanosheets/nanoflakes, 
nanoparticles, 
nanorods, and nanofibers etc. A greener approach has been used 
to 
synthesize 
carbon-coated, 
nitrogen-doped 
vanadium 
pentoxide nanosheets. The carbon layer on a well-resolved 
unique flaky/sheet-like structure facilitates ion transportation 
during a faradaic redox reaction, which resulted in maximum 
specific capacitance of 759 F g-1, while tested in coin cell form.",
manuscripts-papers,Oscillating Air-Liquid Interface: A Novel Approach for In-channel Microfluidic Mixing Vinaya Centre ,"Abstract—Microfluidic mixing is a vital process in lab-on-a-
chip technology. The precise and controllable mixing of the sam-
ples is required for high specificity, throughput and low reagent
consumption.This study offers a novel strategy to enhance the
mixing efficiency in microfluidic devices using air-liquid interface
(ALI) oscillations combined with ridge structures. Oscillations of
up to 7 micrometers are induced by a piezoelectric transducer,
significantly improving mixing performance, with the Relative
Mixing Index (RMI) increasing from 0.8109 to 0.9292. The ridge
design further enhances mixing by generating micro-vortices,
working synergistically with the ALI oscillations.",
manuscripts-papers,Low-cost portable ECG device using ESP32 microcontroller Valiveti Venkata Srikar Electronics and Com,"Abstract— Heart diseases are pervasive, necessitating 
crucial monitoring; however, the high costs and frequent 
hospital visits pose substantial challenges. Addressing this 
issue, 
the 
proposed 
project 
introduces 
a 
portable 
Electrocardiogram (ECG) monitoring device that leverages 
the ESP32 microcontroller and AD8232 modules. Employing 
a single-lead ECG setup, the system captures user heart rate 
data, subsequently processing and displaying it on a web 
interface. To enhance accuracy, various filtering techniques 
are implemented to mitigate common noise sources such as 
baseline noise and powerline interference. The device is 
designed 
with 
user-friendliness 
in 
mind, 
ensuring 
accessibility for individuals lacking technical expertise. Its 
portability and simplicity make it a convenient tool for 
monitoring cardiac health in diverse settings. Additionally, 
the acquired ECG data is efficiently transmitted to users via 
text email, providing a seamless and informative experience.",
manuscripts-papers,Comparison of Multilateration using Wi-Fi RSSI and 5G ToA in a High School Scenario Vladimir Bellavi,"Abstract—This study explores indoor positioning using wireless
technologies, specifically 5G NR and WiFi (2.4 GHz and 5 GHz)
frequencies, applying multilateration techniques, which are used
natively in 5G NR (New Radio), and the KNN (k-Nearest
Neighbors) supervised learning algorithm. In order to apply these
positioning techniques, we will use RSSI value, due to it is ease of
use in real-life situations, and the Time of Arrival parameters,
as this is the value used in the 5G NR integrated positioning
protocol, known as LMF (Location Management Function). The
core objective is to compare the positioning accuracy of 5G
NR and WiFi and investigate if there is improvement using 5G
NR and what this improvement is. For this study, the EMSlice
simulation solution was chosen, which has been configured to
mimic a real high school. The generated measurements have
been compared with real samples to check their quality level.
This comprehensive comparison aims to provide insights into the
advantages and limitations of each technology in various indoor
scenarios, contributing to the advancement of reliable indoor
positioning systems.",
manuscripts-papers,Development of Drive Cycles for Urban Transit Buses using GNSS and IMU Data Fusion Parth Joshi Depar,"Abstract—Drive cycles are usually synthesized by using dedi-
cated GPS tracker devices installed on the vehicle which has the
potential to alter the true driver behaviour. In this work, portable
hand-held data logging devices for collecting the position and
speed data from a GNSS module and the acceleration, angular
velocity and magnetic field signals from an IMU sensor are
developed. These data logging devices can be carried onboard a
vehicle, for example, by a passenger travelling on an urban transit
bus. The data from the GNSS and IMU sensors can be fused to
obtain an improved estimate of the vehicle position and speed.
The aim of this work is to use these data loggers to collect data
for a large number of trips over typical congested urban transit
bus routes in developing economies such as India. These data
can be analysed further to extract a drive cycle that represents
the key features of the recorded data.",
manuscripts-papers,Laser Induced Graphitic Carbon on Kevlar Cloth: a Promising Material for Electrochemical Sensing Md ,"Abstract— In this work, we present the development of 
Laser-Induced Graphitic Carbon (LIGC) electrodes on flexible 
Kevlar cloth and show their potential use as wearable 
electrochemical sensors. Kevlar was converted into LIGC 
using a low-cost hobbyist 450 nm laser, highlighting a cost-
effective method for creating graphitic carbon on cloth. Laser 
parameters were optimized to achieve low sheet resistance. 
Morphological and spectroscopic characterization revealed 
that LIGC had an intricated 3D porous morphology and 
confirmed 
the 
formation 
of 
sp² 
hybridized 
carbon. 
Electrochemical analysis in [Fe(CN)6]4−, Fe2+/3+ showed a quasi-
reversible electron transfer mechanism on the graphitic carbon 
surface, primarily dominated by mass diffusion processes.",
manuscripts-papers,Analysis of Magnetic Field Sensing Capability of Diamond Embedded with Nitrogen Vacancy Center Ambik,"Abstract—This paper presents the analytical study of the mag-
netic field sensing capability of nitrogen-vacancy (NV) centers in
diamonds. The analytical expression for signal-to-noise ratio and
magnetic field sensitivity is obtained as a function of decoherence
time, noise constant, and gyromagnetic ratio of the NV center.
It is shown that the effect of miniaturization of sensors can
be compensated with the help of an amplifier at the sensor’s
surface. The comparison of sensitivity with and without amplifier
is obtained to quantify the improvement. The novelty in this
work is validating the pulse sequences as a quantum circuit on
quantum device simulator, and estimating analytical sensitivity
parameter with and without the amplifier for comparison.",
manuscripts-papers,Investigation on the etching characteristics of Si{100} in low concentrations of TMAH solution s for,"Abstract—This study examines the wet anisotropic etching 
behavior of Si{100} using various low-concentrated TMAH 
solutions (i.e., 1 wt%, 2 wt%, 3 wt%, and 4 wt%), without and 
with the addition of 1000 ppm of Triton-X-100 as a surfactant. 
In this work, a thin film of SiO2 acted as a masking layer as well 
as a structural layer. Key etching characteristics such as etch 
rate, undercutting rate, and average surface roughness of Si are 
investigated in the corresponding etchant solution. Relatively 
high etch rate, undercutting rate, and average surface 
roughness are attained when pure TMAH solutions are utilized. 
However, the addition of Triton-X-100 significantly reduced the 
etch rate and undercutting rate and smoothened the etched 
surface. The favorable etchant solution to achieve optimum etch 
rate and undercutting rate with a smooth etched surface is 
identified to be 4 wt% TMAH with Triton X-100.",
manuscripts-papers,The Role of Industry 4.0 Technologies for Smart Manufacturing in the Indian Scenario Prajakta Chandr,"Abstract— The fourth industrial revolution brought a 
paradigm 
transition 
in 
the 
manufacturing 
sector 
by 
emphasizing 
digitization, 
automation, 
and 
information 
technologies. It introduced various Industry 4.0 technologies, 
which enabled the manufacturing industry to become smarter 
and more adaptable to the dynamic business environment. 
However, there is a lack of comprehensive research on the 
crucial role of a technological revolution in achieving 
performance improvement in manufacturing operations. The 
aim of this study is to investigate the latest advancements in 
manufacturing systems and provide a thorough analysis of their 
connection with Industry 4.0 technologies. This study proposed 
a conceptual framework for a smart manufacturing system 
based 
on 
integrating 
Industry 
4.0 
technologies 
with 
manufacturing operations. This framework is made up of six 
domains, namely, smart design, smart production, smart 
inventory, smart quality, smart maintenance, and smart 
delivery. The finding of this study shows that adopting Industry 
4.0 technologies facilitates energy optimization, resource 
consumption, productivity enhancement, quality improvement, 
and shorter lead time in smart manufacturing systems. The 
applications of smart manufacturing systems in the context of 
Indian industrial sectors are outlined in this research. This 
study will help researchers and managers understand the 
mechanism of smart manufacturing while achieving higher 
performance in the industry. The recommended research 
direction will serve as a path for researchers to conduct further 
research in this area.",
manuscripts-papers,Optimization of GNSS/IMU Positional Accuracy with Kalman Filtering and RTK Corrections for Autonomou,"Abstract—Autonomous vehicle technology depends on precise
navigation systems that are vulnerable to GNSS signal dis-
ruptions. This research investigates the integration of GNSS
and inertial measurement unit (IMU) sensor data through a
tightly coupled integration (TCI) method using the Kalman
filter (KF) and extended Kalman filter (EKF). Combining raw
GNSS carrier phase and pseudo-range measurements with IMU
data enhances sensor efficiency and resilience to outliers. This
study also assesses the effectiveness of real-time kinematic (RTK)
corrections with KF and EKF. Our findings demonstrate that
the EKF significantly improves positional accuracy by effectively
mitigating non-linear errors in the tightly coupled integration of
GNSS/IMU measurements. Specifically, EKF reduces the 2DRMS
(horizontal) error from 0.780m to 0.719m and the 3DRMS
(vertical) error from 0.390m to 0.359m when integrated with
RTK. These results highlight the importance of advanced filtering
and sensor integration for enhancing navigation accuracy, which
is crucial for the safety and performance of autonomous vehicles.",
manuscripts-papers,"Biohybrid Sensors for Underwater Monitoring Niharika Gogoia, Nikolaus Helmerb, Chao Wua, Ronald Then","Abstract—With the rising climate change and its consequences
on the aquatic biosphere, long-term underwater monitoring has
become an important topic of research. In this regard, the
project Robocoenosis puts forward an innovative concept of
establishing a symbiotic association of different living organisms
and mechatronic components to design an autonomous long-term
monitoring system. In this paper, we propose a novel biohybrid
sensor organ using freshwater mussels as biological sensors. The
behavior of mussels is related to the nature of their habitat. The
presence of toxic compounds, weather changes, and impromptu
human actions, to name a few, affect their behavior. The main
goal is to extend conventional long-term monitoring methods by
adding biohybrid sensor organs for a comprehensive study. Two
types of sensors are implemented to monitor the behavior of zebra
mussels. The results demonstrated that the proposed sensor organ
could be a valuable addition to long-term underwater monitoring.",
manuscripts-papers,“Eye Controlled Wheel Chair Monitoring System for people suffering from Quadriplegia” Abstract — The,"Abstract— The development of an Eye-Controlled Wheelchair Monitoring 
System (ECWMS) leverages advancements in digital image processing and 
eye-tracking technology to enhance the mobility and independence of 
individuals with severe motor impairments. This project integrates 
Raspberry Pi and OpenCV to create a cost-effective and efficient solution 
that translates eye movements into wheelchair control commands. The 
system is designed to operate in real-time, providing an intuitive interface 
for users who may find traditional joystick or switch-based controls 
challenging to use. Despite demonstrating feasibility and effectiveness, the 
current prototype faces several challenges. The processing time, currently 
around four seconds, introduces a delay that impacts the responsiveness of 
the wheelchair. Additionally, the system's performance is highly dependent 
on lighting conditions, performing optimally in well-lit environments and 
struggling in lowlight conditions. Safety features, such as obstacle 
detection and automatic stopping, are critical and need further refinement 
to prevent unintended movements and collisions. Future enhancements aim 
to address these limitations by improving the real-time processing 
capabilities and making the system adaptable to varying lighting 
conditions. Integration with smart home devices and additional control 
functionalities will further enhance user independence. Extensive field 
testing, collaboration with healthcare professionals, and iterative 
development based on user feedback are essential for creating a 
commercially viable and user-friendly product. The ultimate goal is to 
provide a reliable and accessible assistive technology that significantly 
improves the quality of life for individuals with mobility impairments.",
manuscripts-papers,Flexible Organic Photodetectors with PEIE Electron Transport Layer for Ambient Light PPG Sensing Hos,"Abstract—The focus of this research is on developing and 
studying flexible organic photodetectors (OPDs) that utilize 
polyethyleneimine ethoxylated (PEIE) as the electron transport 
layer (ETL). The flexible OPD employs a conductive PEDOT: PSS 
anode on a flexible PET substrate. By using polyethyleneimine 
ethoxylated (PEIE) as an Electron Transport Layer (ETL) in 
flexible OPDs, the dark current is reduced by one order of 
magnitude and the photocurrent is increased by 60% at -2V bias. 
This results in a 14 dB increase in the linear dynamic range (LDR) 
compared to conventional LiF ETL in flexible OPDs. By making 
these improvements, the flexible OPD with PEIE can detect 
photoplethysmography (PPG) signals even in ambient light 
without LED usage. Acquiring the PPG signal under ambient light 
conditions opens possibilities for the development of low power 
PPG sensing wearables.",
manuscripts-papers,A low-cost point -of-care biosensor for Interleukin -6 detection Greeshma Nechikat Dept. of Biomedic,"Abstract— Interleukin-6 (IL-6) is an inflammatory cytokine that 
plays an important role in cancer. Its elevated level is indicative of 
metastasis during cancer. In this work, we have shown the 
development of a biosensor to detect IL-6. The device is fabricated 
using a screen-printed carbon electrode, surface-modified with 
electrodeposited gold. Further, an anti-IL-6 antibody was 
immobilized on the electrodeposited gold to detect IL-6. Various 
electrochemical analyses such as cyclic voltammetry (CV) and 
differential pulse voltammetry (DPV) were performed, and results 
show that the device exhibits a limit of detection (LOD) of 1 pg/ml. 
This work presents a simple and cost-effective, proof-of-concept 
device that can potentially be used as a point-of-care diagnostic tool 
for IL-6 detection, eliminating the need for complex surface 
modification strategies.",
manuscripts-papers,Stover Nitrogen Estimation in Groundnut Using Hyperspectral UA V Imagery and Machine Learning Adduru,"Abstract—Crop residues (CR) are a significant fodder resource
for livestock animals in smallholder mixed farming systems. The
crop improvement teams are working to enhance CR quality,
such as nutritional stover nitrogen and quantity. However, the
major challenge is the assessment of hundreds of genomic
varieties under actual field conditions, which is called plant
phenotyping. Unmanned aerial vehicle (UAV) based hyperspectral
imaging (HSI) techniques have proven potential to accelerate
phenotype studies due to their extensive coverage, high spatial
and spectral resolutions, low revising periods, etc. This study
explored the potential of UAV-based HSI in 400-1000 nm for
stover nitrogen (stoverN) content estimation in groundnut canopy.
We have presented a detailed pipeline to analyze UAV-based
HSI data for stoverN estimation. We explored different machine
learning (ML) feature ranking methods to reduce the HSI
data dimensional by choosing a few important wavelengths
to efficiently estimate stoverN. We could estimate groundnut
stoverN with R2, MSE, MAE, and MAPE as 82.33%, 0.024,
0.123, and 3.91%, respectively, using only 64 available samples.
This study serves as a starting point to explore stoverN analysis
with HSI data and helps the agriculture sector accelerate crop
phenotype studies.",
manuscripts-papers,Design and Implementation of Approximate Multiplier Using Approximate 4-2 Compressors and Approximat,"Abstract—In real-time Advanced computing applications such
as image processing, neural networks and digital signal pro-
cessing (DSP), Approximate multipliers are designed to provide
acceptable results while conserving power, hardware resources
and improving speed with bounded inaccuracies. In this paper we
design an Approximate Multiplier using Approximate compressor
and Approximate Half Adders to gain less power consumption
for approximate computing. The experimental results indicate
89.47% decrease in area, 86.82% decrease in power and 48.057%
decrease in the area delay for proposed 8x8 multiplier compared
to exact multiplier. The accuracy percentage for the proposed
multiplier is 77.5%. The proposed design is coded in Verilog
HDL and simulated using Xilinx VIVADO tool.",
manuscripts-papers,Meta-Learning Based Continual Learning Methods for Fine-grained Fruit Quality Classification Aayush ,"Abstract—The inefficiency in the food supply chain leads
to significant food wastage. Traditional machine learning and
deep learning approaches for fruit quality monitoring require
large amount of training data and assumptions of independent
and identically distributed (IID) data. Furthermore, most of
these models are fruit specific that cannot be easily adapted
for other types of fruits. In this paper, we have utilized and
compared the performance of various meta-learning inspired
continual learning algorithms as well as pure continual learning
algorithms for few-shot fine-grained classification of quality
stages of 14 types of fruits under the assumption of dynamic data
distribution (i.e. the data for several fruits becomes available at
different time intervals). Our results show that meta-learning-
based continual learning algorithms, specifically Sync-MAML
and C-MAML, perform significantly better than pure continual
learning methods. These methods effectively mitigate catastrophic
forgetting and adapt to new fruits with minimal data.",
manuscripts-papers,Micro -Grooved Anisotropic Hydrophobic Flexible and Stretchable Strain Sensor s Deven Birje Material,"Abstract— Flexible and stretchable strain sensors are 
beneficial in health monitoring, human-robot interactions, soft 
robotics, etc. In this study, fabrication of anisotropic and 
hydrophobic flexible strain sensors is reported. The sensors were 
prepared 
by 
a 
replica 
molding 
process 
using 
polydimethylsiloxane+carbon nanotubes composite. Four micro-
grooved textures were replicated with varying dimensions. They 
showed anisotropic wettability, Young’s modulus, and electrical 
conductivity, when measured parallel (∥), perpendicular (⊥) to 
grooves. Water contact angle increased from 104 ± 1° (untextured) 
to 118 ± 9° and to 110 ± 3° when measured parallel (∥), 
perpendicular (⊥) to grooves, respectively. Similarly, Young’s 
moduli are 2.16 MPa (∥),",
manuscripts-papers,Fusion of Thermal and RGB Images for Traffic Object Detection Anirud Nandakumar Department of Civil ,"Abstract—Conventional approaches to traffic data collection
often involve the use of RGB cameras. In an outdoor scenario, the
data collected is affected by many factors, such as poor/excessive
lighting, weather, occlusion, etc. Introducing a thermal sensor
helps tackle the loss of information in RGB images. This paper
discusses the existing sensor fusion approaches, such as pixel-
level, feature-level, and decision-level fusion. A new algorithm -
the 4-channel YOLO V-8 model has been implemented, and its
performance was compared with the existing approaches. These
algorithms are evaluated on the FLIR ADAS dataset. This paper
shows the superior performance and reduced loss in information
of the new 4-channel algorithm over the existing algorithms.",
manuscripts-papers,Fault Detection of Vacuum Pumps in PV Solar Cell Manufacturing: A Deployment Case-study Ajay Narayan,"Abstract—Pump failures in industrial settings can lead to sig-
nificant operational disruptions and financial losses. This paper
presents a data-driven framework for unsupervised anomaly
detection to enable proactive fault detection in vacuum pumps
operating within a chemical vapor deposition (CVD) unit at a
Photovoltaic (PV) solar cell manufacturing facility. The frame-
work consists of two distinct stages: offline model development
followed by online deployment. During the offline stage, a diverse
set of unsupervised anomaly detection algorithms are trained
and evaluated on historical operational data to select the most
effective model for the specific equipment and operating condi-
tions. In the online stage, we design and implement a periodic
inference pipeline to monitor real-time data streams and detect
anomalies that deviate from the established baseline of normal
operating behaviour. Among the models tested in the offline stage,
the best model yielded a high F1-score of 96% and low training
time of",
manuscripts-papers,Development of flexible and wearable PDMS -CNT based tactile sensor for robotic grip per Akshara R D,"Abstract— Though piezoresistive pressure sensors have 
been explored extensively for various applications, high 
sensitivity over a wide pressure range is still challenging. 
In this work, a flexible and hence, wearable, cubic unit of 
resistive pressure sensor with unit length of 4 mm is 
fabricated using the biocompatible composite of 
polydimethylsiloxane (PDMS) and functionalized multi-
walled 
carbon 
nanotubes 
(f-MWCNTs), 
using 
tetrahydrofuran (THF) as the solvent. The response of the 
sensor for wide range of pressure (6 KPa – 3 MPa) with 
varying f-MWCNT percentage (3 wt% to 8 wt% in PDMS 
matrix) was studied.  Among all fabricated sensors, the 
sensor with 7 wt% of f-MWCNT showed relatively better 
sensitivity of about 0.007565 KPa-1 and 0.001669 KPa-1 in 
the pressure range of 6 KPa – 62.5 KPa and 62.5 KPa – 
125 KPa respectively, than most of the reported results. 
Sensors showed excellent performance with respect to its 
response time and repeatability. Upon integrating these 
units in a 3 X 3 array, the combination showed good 
sensitivity up to the force of 18 N; exhibiting potential in 
the field of wearable and robotic applications.",
manuscripts-papers,PI vs PID Temperature Control of an Uncalibrated Portable Heater for Sensors Chinmayee Arpita Pati C,"Abstract—Wearable heating pads are widely used as therapeu-
tic warmers for tending to multiple health conditions. Precise
temperature control is the key to ensuring the safety and effec-
tiveness of the device due to its near-skin application. The paper
presents a comparative analysis of temperature control using
Proportional-Integral (PI) and Proportional-Integral-Derivative
(PID) controllers based on time domain response parameters. The
system utilizes an Arduino microcontroller to perform the error
calculation between the set point and real-time temperature and
accordingly generate PWM pulses to control the actuator driving
the heating pad. The device features three different modes of
operation based on the analog output voltage from an external
driving circuit. Alongside, characterization data, system design
and implementation of controllers, a comparative time domain
response parameter analysis based on experimental data is also
presented.",
manuscripts-papers,"Sensitivity analysis of coupled nonlinear oscillators Sanjeev Kumar Pandey, Graduate Student Member,","Abstract— This study investigates the synchronization be-
havior of coupled nonlinear oscillators, focusing on the sen-
sitivity of synchronization to system parameters and coupling
strength. Employing Floquet theory and numerical simulations,
we analyze both homogeneous and heterogeneous oscillator
systems. Our results demonstrate that synchronization depends
on specific parameter ranges and coupling gain values. We
establish bounds for these parameters, offering insights into
reliable synchronization conditions. This work advances our
understanding of coupled nonlinear systems with potential
neuroscience and electrical engineering applications. While
limited to specific oscillator models and parameter spaces,
our findings motivate future research. Expanding the scope
to diverse models and broader parameter ranges, alongside
pursuing analytical solutions, promises to generalize the ob-
served behaviors and provide deeper mathematical insights into
synchronization mechanisms.
I.",
manuscripts-papers,"Printed dry electrodes for bioimpedance measurement using textile substrates Shivam Trivedi∗, Satyam","Abstract—This
study
presents
the
development
of
dry
electrodes integrated into stretchable textile substrates for
bioimpedance sensing, aiming to overcome the limitations of
traditional wet electrodes. Dry electrodes eliminate the need for
conductive gels, enhancing user comfort and usability. However,
challenges such as ensuring consistent skin contact and main-
taining reliable electrical performance remain. Our research
addresses these issues by proposing novel fabrication methods
that improve electrode functionality, conductivity, and durability
while ensuring good skin contact without adhesives. The outcome
is a more efficient, comfortable, and durable dry electrode system,
advancing the application of bioimpedance sensing in biomedical
diagnostics.
I.",
manuscripts-papers,Faulty Junction Box Identification in Photovoltaic Manufacturing Anand Thirwani Reliance Industries ,"Abstract—Ensuring 
safe 
and 
efficient 
operation 
of 
photovoltaic (PV) panels requires the identification of faults 
within critical components such as junction boxes, that serve as 
protective enclosures for electrical connections within the panel. 
Faulty junction boxes can lead to short circuits, that can result 
in fires, making early detection of faulty junction boxes critical. 
In this paper, we propose a novel ensemble approach that 
combines advanced deep learning based object detection and 
image classification techniques to detect faulty junction boxes. 
The proposed approach demonstrates excellent performance on 
a real-world dataset of junction box images from an operating 
solar panel manufacturing unit with an F1 score of 0.98, offering 
an accurate and reliable solution to detect faulty junction boxes.",
manuscripts-papers,An on-chip all-digital low-mismatch CMOS process monitoring sensor circuit for accurate process sens,"Abstract—As 
semiconductor 
manufacturing 
processes 
continue to scale down, variability-induced process shifts 
have become a significant challenge, impacting both yield 
and performance of a chip. Die-Die and within-die process 
variations can occur during the manufacturing cycle of a 
silicon wafer leading to mismatches in electrical parameters 
of circuits thereby impacting the performance and power of 
a chip. To mitigate the impacts of these variations, larger 
guard bands during circuit design are taken leading to 
performance and area loss. To improve yield and reduce 
design margins, information regarding the process centering 
of a silicon die therefore becomes crucial. This paper 
proposes an on-chip all-digital low mismatch sensor circuit 
to monitor ON-current variations of nMOS and pMOS 
independently. The dependency of ON-current on threshold 
voltage makes this circuit useful  for sensing process 
variations. The proposed architecture enables high sensing 
accuracy and area efficiency by using an inverter-based 
topology. For a 60 stage sample size for nMOS and 84 stage 
for pMOS, the sensor area is 0.00096 mm2 with worst-case 
standby power consumption of 600 µW at 0.8 V operation. 
The solution therefore enables low-cost implementation for 
applications such as post-silicon tuning using adaptive 
voltage scaling, adaptive body-bias and to validate model 
accuracy through model vs silicon mismatch. Detailed 
simulation and silicon results in 28-nm Fully Depleted 
Silicon on Insulator (FD-SOI) show the validity of the 
proposed circuit.",
manuscripts-papers,LiDAR-IMU Fusion for Distortionless Point Cloud Generation in Hybrid Solid-State LiDAR for 3D Mappin,"Abstract—LiDAR sensor generates accurate 3D environment
representations by creating point cloud data, but self-motion
distortion presents a significant challenge in solid-state LiDAR
due to the restricted horizontal field of view. As LiDAR systems
create point cloud data at frequencies ranging from 5 to 20 Hz,
typically at 100 ms intervals at 10 Hz, this distortion arises due to
the varying coordinate systems of each point in a frame, caused
by the movement of the vehicle on which LiDAR is mounted.
The paper discusses the underlying causes of this distortion,
particularly in oscillating LiDAR systems, and presents a method
to correct it through LiDAR and IMU (Inertial Measurement
Unit) sensor fusion. By converting all points within a single frame
to a consistent axis system using IMU data and timestamps,
distortion can be effectively removed, leading to a more accurate,
distortion-free point cloud. In this paper, the LiDAR-IMU fusion
approach is employed to generate undistorted point clouds for
precise perception and the creation of an accurate 3D point
cloud map. The algorithm is tested in real-time at the TiHAN
Autonomous Navigation Testbed in the IIT Hyderabad campus.",
manuscripts-papers,Design and Optimization of Hollow Microneedles Patch Based Wearable Transdermal Drug Delivery System,"Abstract- 
Microneedles 
(MNs) 
are 
emerging as a transformative technology in 
transdermal drug delivery, offering a minimally 
invasive alternative to traditional hypodermic 
needles. The current work focuses on the design and 
optimization 
of 
hollow 
microneedle 
arrays, 
engineered for precise and efficient drug delivery. 
Utilizing advanced simulation tools such as 
COMSOL Multiphysics® and Autodesk Fusion 
360™, we 
investigated 
various microneedle 
geometries, evaluating their mechanical strength, 
fluid dynamics, and drug permeability. Emphasis is 
placed on optimizing structural integrity and 
fabrication processes to enhance drug stability and 
delivery efficiency. The study also examines the 
impact of microneedle design on skin penetration 
depth and drug dispersion, aiming to maximize 
therapeutic efficacy while minimizing patient 
discomfort. Thus, this work contributes to the 
development 
of 
next-generation 
transdermal 
delivery systems, potentially revolutionizing patient 
care by offering a less invasive, yet highly effective, 
drug administration method.",
manuscripts-papers,Accurate Blood Pressure Prediction using Korotkoff Sound and Cuff Pressure: A Pilot Study Sushrut Li,"Abstract—Blood pressure (BP) serves as a critical indicator of
cardiovascular health. Hypertension, a grave medical condition,
manifests when the body’s BP surpasses the threshold of 140/90
mmHg, leading to life-threatening risks such as heart attacks
and strokes. Many commercial digital BP devices based on
Oscillometric method are often less accurate which may lead
to inaccurate diagnosis, especially in home settings.
This research attempts to develop an accurate BP prediction
method using deep learning model over korotkoff sound and
cuff pressure. This is a pilot study to validate the method
of BP prediction and to show proof of concept. A digital BP
measurement prototype device was developed on the principle
of auscultation, renowned as the ’gold standard’ in manual BP
measurement, and it is used for the sole purpose of capturing
excellent quality korotkoff sound and cuff pressure. Using this
prototype device, data was collected from a cohort of over 115
subjects, with measurements conducted under the supervision of
medical professionals.
A Convolutional Neural Network (CNN) based model was
trained on this captured data to discern Korotkoff peaks, en-
abling an exact prediction of corresponding systolic and diastolic
BP values. After comparing the predictions with ground truth,
the validation results show mean absolute error and standard
deviation error for systolic and diastolic errors as 4.06 ± 5.35
mmHg and 3.89 ± 4.51 mmHg, respectively. This promising
outcome underscores the potential of accurate BP prediction
using auscultatory method and deep learning as a valuable tool.",
manuscripts-papers,Sustainable Model of UrbanVillage: Case of Rural Chandigarh Sunanda Kapoor School of Architecture & ,"Abstract— The study addresses resource distribution, 
landowners' rights to maximize the effectiveness of the natural 
resources at their access for community welfare.  Urbanization 
is playing a major role in land use changes, land transactions, 
increased rural-urban migration and the overall transformation 
of land uses. Participatory research methodology of research 
helped in the formulation of pragmatic proposal of a sustainable 
urban village. The study is aligned with the SDGs and primarily 
responds to Goal 11, 12 & 15. The proposal exemplifies striking 
a balance between using the land as a resource and conserving 
it so that present requirements are satisfied without affecting the 
ability of future generations to satisfy their own necessities. 
Chandigarh's urban villages have been analysed as a case study 
for comprehending the dynamics between the rural and urban 
areas.",
